Data	AN	Data (sfarsit)	Nume Comp.	Moțiune	INFOs.	CA Team	TEMA	P/I	TIPOLOGIE	NIVEL	LIMBA	Runda	DRAW	Observatii	Lipsa	Link	TAGs (WIP)	TEMA 1	TEMA 2	TEMA 3
31-mai-2013	2013	2-iun.-2013	Timisoara Open 2013	APCC sportivi profesinisti nu ar trebui sa fie sanctionati de catre club pentru comportamentul lor in afara terenului.		CA: IOANA ACIOCOITEI, CALIN MURESANU, SORINA DUMITRU	Sport	Impromptu	Prescriptiv	General	Romana	R1	Runde			disponibile la cerere		Sport		
31-mai-2013	2013	2-iun.-2013	Timisoara Open 2013	AP ar finanta din bani publici doar programele educationale universitare din domeniile strategice de dezvoltare ale tarii.		CA: IOANA ACIOCOITEI, CALIN MURESANU, SORINA DUMITRU	Educatie, Dezvoltare	Impromptu	Prescriptiv	General	Romana	R3	Runde					Educatie	Dezvoltare	
31-mai-2013	2013	2-iun.-2013	Timisoara Open 2013	AP regretă regimul lui Margaret Thatcher.	"Echipa de organizare a turneului Timișoara Open 2013 doreste să ofere câteva sugestii legate de motiunea prepared  pentru a se asigura că meciurile vor fi la un standard ridicat, cât și pentru a oferi un sprijin echipelor în interpretarea moțiunii.  În primul rand, pentru a lămuri diverse întrebari din partea unor participanți, dorim să subliniem că ne așteptăm ca termenul “regretă” să fie interpretat în acord cu sensul său de bază din dicționar, sens negativ. Prin urmare, echipa guvernului ar trebui să demonstreze care sunt aspectele negative care au stat la baza regimului Margaret Thatcher și care sunt consecințele generale ale acestui regim.  Mai mult decât atât, ne dorim ca echipele să aibă o abordare strategică care să țină cont de imaginea de ansamblu a acestei discuții. Nu este astfel indicat ca o echipă să poarte un debate strict factual (în care să pună în balanță de exemplu doar cât la % a crescut șomajul în urma unor măsuri luate de Margaret Thatcher) și nici una strict valorică (în care doar să compare anumite principii ale regimului Thatcher cu valorile democratice ale societății). O abordare care ar contribui semnificativ la calitatea meciurilor de debate din cadrul competiției este cea în care echipele discută despre ce principii au stat la baza măsurilor lui Margaret Thatcher, cum au fost puse ele în aplicare și foarte important care a fost impactul ulterior, atât pentru Marea Britanie și scena internațională de atunci , cât și pentru situația de acum."	CA: IOANA ACIOCOITEI, CALIN MURESANU, SORINA DUMITRU	Politica	Prepared	Descriptiv	General	Romana	R2, R4, Finala	General					Politica		
31-mai-2013	2013	2-iun.-2013	Timisoara Open 2013	AP ar permite angajatilor sa discrimineze pe baza stilului de viata a viitorilor angajati (fumat, obezitate, etc).		CA: IOANA ACIOCOITEI, CALIN MURESANU, SORINA DUMITRU	Afaceri	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Afaceri		
31-mai-2013	2013	2-iun.-2013	Timisoara Open 2013	AP crede ca tarile aflate in colaps economic ar trebui sa aiba un guvern format din experti, numiti de catre un for extern independent fata de electoratul tarii.		CA: IOANA ACIOCOITEI, CALIN MURESANU, SORINA DUMITRU	Politica	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Politica		
5-sept.-2013	2013	9-sept.-2013	FNDA 2013 – Muntenia	AP crede ca statul roman ar trebui sa solicite public scuze Bisericii Ortodoxe Romane pentru declaratiile homofobe si sexiste din ultimii 24 de ani.		CA: Serban, Gajora; DCA: Ioana Stupariu, Menez, Radu Jakab, Sorina, David,	Religie, LGBT+	Prepared	Prescriptiv	General	Romana	Runde	Eliminatorii		3 runde, optimi, sferturi, semi			Religie	LGBT+	
5-sept.-2013	2013	9-sept.-2013	FNDA 2013 – Muntenia	AP ar acorda Bancii Centrale Europene drept de veto asupra bugetelor nationale ale membrilor Uniunii Europene.		CA: Serban, Gajora; DCA: Ioana Stupariu, Menez, Radu Jakab, Sorina, David,	Economie	Prepared	Prescriptiv	General	Romana	Runde	Runde					Economie		
5-sept.-2013	2013	9-sept.-2013	FNDA 2013 – Muntenia	AP ar decriminaliza divulgarea secretelor de stat care reprezinta informatii de interes public.		CA: Serban, Gajora; DCA: Ioana Stupariu, Menez, Radu Jakab, Sorina, David,	Justitie, Securitate Razboi si Armata, Politica	Prepared	Prescriptiv	General	Romana	Runde	Runde					Justitie	Securitate Razboi si Armata	Politica
5-sept.-2013	2013	9-sept.-2013	FNDA 2013 – Muntenia	AP crede ca UE ar trebui sa ofere statutul de membru al uniunii statelor nord-africane si din Orientul Mijlociu, in schimbul unei tranzitii democratice de succes.		CA: Serban, Gajora; DCA: Ioana Stupariu, Menez, Radu Jakab, Sorina, David,	Relatii Internationale	Prepared	Prescriptiv	General	Romana	Runde	Runde					Relatii Internationale		
5-sept.-2013	2013	9-sept.-2013	FNDA 2013 – Muntenia	AP regreta influenta muzicii contemporane asupra tineretului.		CA: Serban, Gajora; DCA: Ioana Stupariu, Menez, Radu Jakab, Sorina, David,	Arta si Cultura	Impromptu	Descriptiv	General	Romana	Runde	Runde					Arta si Cultura		
5-sept.-2013	2013	9-sept.-2013	FNDA 2013 – Muntenia	AP ar emigra în Uniunea Europeană	Ești un tânăr imigrant dintr-o țară săracă și aflată în război civil. Ți se oferă cetățenie atât din partea Statelor Unite ale Americii, cât și din partea Uniunii Europene. Ofertele sunt singurele opțiuni pe care le ai și sunt mutual exclusive. Nu știi unde vei locui exact în niciuna dintre Uniuni. Nu cunoști decât limba ta nativă, care nu este vorbită în niciuna dintre Uniuni.	CA: Serban, Gajora; DCA: Ioana Stupariu, Menez, Radu Jakab, Sorina, David,	Experienta Umana?	Prepared	Prescriptiv	General	Romana	Finala	Eliminatorii					Experienta Umana?		
23-nov.-2013	2013	24-nov.-2013	Central Open 2013	THW ban the sale of 3D printers to households.		CA: David Moscovici, Ioana Covei, Andrei Marinescu	Stiinta si tehnologie	Impromptu	Prescriptiv	General	Engleza	R1	Runde					Stiinta si tehnologie		
23-nov.-2013	2013	24-nov.-2013	Central Open 2013	THBT Romania should have passed a lustration law in 1990.		CA: David Moscovici, Ioana Covei, Andrei Marinescu	Justitie	Prepared	Descriptiv	General	Engleza	R2	Runde					Justitie		
23-nov.-2013	2013	24-nov.-2013	Central Open 2013	THBT a third win for Merkel is a win for the EU.		CA: David Moscovici, Ioana Covei, Andrei Marinescu	Politica	Prepared	Descriptiv	General	Engleza	R3	Runde					Politica		
23-nov.-2013	2013	24-nov.-2013	Central Open 2013	THW jail Batman if it could.		CA: David Moscovici, Ioana Covei, Andrei Marinescu	Justitie, LOL	Impromptu	Prescriptiv	General	Engleza	R4	Runde					Justitie	LOL	
23-nov.-2013	2013	24-nov.-2013	Central Open 2013	THBT the EU should aggressively invest in a cinematic industry that would compete directly with Hollywood		CA: David Moscovici, Ioana Covei, Andrei Marinescu	Arta si Cultura	Impromptu	Prescriptiv	General	Engleza	Sfert	Eliminatorii					Arta si Cultura		
23-nov.-2013	2013	24-nov.-2013	Central Open 2013	TH, as the heir to any European throne, would refuse to become a monarch		CA: David Moscovici, Ioana Covei, Andrei Marinescu	Politica	Impromptu	Prescriptiv	General	Engleza	Sfert	Eliminatorii					Politica		
23-nov.-2013	2013	24-nov.-2013	Central Open 2013	THBT the EU should strive/take active measures in order to become the world’s greatest military superpower		CA: David Moscovici, Ioana Covei, Andrei Marinescu	Securitate Razboi si Armata	Impromptu	Prescriptiv	General	Engleza	Sfert	Eliminatorii					Securitate Razboi si Armata		
23-nov.-2013	2013	24-nov.-2013	Central Open 2013	THW decriminalize incest between consenting adults.		CA: David Moscovici, Ioana Covei, Andrei Marinescu	Libertati, Familie	Impromptu	Prescriptiv	General	Engleza	Semi	Eliminatorii					Libertati	Familie	
23-nov.-2013	2013	24-nov.-2013	Central Open 2013	THW not allow any one party to hold a majority of the seats in either House of Congress.		CA: David Moscovici, Ioana Covei, Andrei Marinescu	Politica	Impromptu	Prescriptiv	General	Engleza	Finala	Eliminatorii					Politica		
21-dec.-2013	2013	21-dec.-2013	Christmas Debate Extravaganza	AP crede ca in statele seculare nicio sarbatoare religioasa nu ar trebui declarata sarbatoare legala nationala.		CA: Mala si Covei	Religie	Prepared	Prescriptiv	Incepator	Romana	R2	Runde		ceva			Religie		
21-dec.-2013	2013	21-dec.-2013	Christmas Debate Extravaganza	AP ar interzice piesele ale caror versuri glorifica violenta, degradarea femeilor si/sau un stil de viata infractional.		CA: Mala si Covei	Arta si Cultura	Prepared	Prescriptiv	Incepator	Romana	R3	Runde					Arta si Cultura		
21-dec.-2013	2013	21-dec.-2013	Christmas Debate Extravaganza	AP crede ca, in universul Harry Potter, comunitatea vrajitorilor ar trebui sa isi dezvaluie existenta Incuiatilor.		CA: Mala si Covei	LOL	Impromptu	Prescriptiv	Incepator	Romana		/					LOL		
21-dec.-2013	2013	21-dec.-2013	Christmas Debate Extravaganza	AP crede ca parintii nu ar trebui sa isi minta copiii cu privire la existenta unor fiinte magice (Mos Craciun, Zana Maseluta, Iepurasul de Paste).		CA: Mala si Covei	Educatie, Familie	Impromptu	Prescriptiv	Incepator	Romana		/					Educatie	Familie	
10-ian.-2014	2014	12-ian.-2014	PTA 2014 - IX	AP crede ca tinerii romani care lucreaza in strainatate aduc mai degraba un beneficiu Romaniei.		CA: Simona Olteanu, Ioana Aciocoitei; DCA: Cristina Badea, Irina Suatean, Andrei Olaru si Moise Theodor	Dezvoltare, Economie	Prepared	Descriptiv	Incepator	Romana	R2, Finala	General					Dezvoltare	Economie	
10-ian.-2014	2014	12-ian.-2014	PTA 2014 - IX	AP crede ca o cariera artistica dauneaza copiilor pana in 14 ani.		CA: Simona Olteanu, Ioana Aciocoitei; DCA: Cristina Badea, Irina Suatean, Andrei Olaru si Moise Theodor	Educatie, Arta si Cultura	Prepared	Descriptiv	Incepator	Romana	R4	Runde		R1, R3, sferturi, semi			Educatie	Arta si Cultura	
28-feb.-2014	2014	2-mar.-2014	Saint George VIII	AP nu ar dona organe celor care nu sunt înscriși pe lista de donatori.		CA: Alex Gheorge + Adi Ghite; DCA: Bianca Dragomir, Sorina, David, Aciocoitei; JCA: Badea, Simina	Medicina	Impromptu	Prescriptiv	General	Romana	R1	Runde					Medicina		
28-feb.-2014	2014	2-mar.-2014	Saint George VIII	AP regretă influența ateismului în societatea contemporană.		CA: Alex Gheorge + Adi Ghite; DCA: Bianca Dragomir, Sorina, David, Aciocoitei; JCA: Badea, Simina	Religie, Trenduri Sociale	Prepared	Descriptiv	General	Romana	R2	Runde					Religie	Trenduri Sociale	
28-feb.-2014	2014	2-mar.-2014	Saint George VIII	AP crede că o lume în care oamenii nu pot minți este mai bună decât una în care minciuna este posibilă.		CA: Alex Gheorge + Adi Ghite; DCA: Bianca Dragomir, Sorina, David, Aciocoitei; JCA: Badea, Simina	Experienta Umana?	Impromptu	Descriptiv	General	Romana	R3	Runde					Experienta Umana?		
28-feb.-2014	2014	2-mar.-2014	Saint George VIII	AP crede că Primăvara Arabă a eșuat.		CA: Alex Gheorge + Adi Ghite; DCA: Bianca Dragomir, Sorina, David, Aciocoitei; JCA: Badea, Simina	Politica	Prepared	Descriptiv	General	Romana	R4	Runde					Politica		
28-feb.-2014	2014	2-mar.-2014	Saint George VIII	AP crede că mişcarea feministă ar trebui să se opună măsurilor de discriminare pozitivă în favoarea femeilor.		CA: Alex Gheorge + Adi Ghite; DCA: Bianca Dragomir, Sorina, David, Aciocoitei; JCA: Badea, Simina	Feminism	Impromptu	Prescriptiv	General	Romana	Optimi	Eliminatorii					Feminism		
28-feb.-2014	2014	2-mar.-2014	Saint George VIII	AP crede că institutiile financiare internaţionale nu ar trebui să acorde ajutoare financiare statelor vinovate de încălcări flagrante ale drepturilor omului.		CA: Alex Gheorge + Adi Ghite; DCA: Bianca Dragomir, Sorina, David, Aciocoitei; JCA: Badea, Simina	Relatii Internationale, Libertati, Dezvoltare	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Relatii Internationale	Libertati	Dezvoltare
28-feb.-2014	2014	2-mar.-2014	Saint George VIII	AP ar face votul proporţional cu coeficientul de inteligenţă.		CA: Alex Gheorge + Adi Ghite; DCA: Bianca Dragomir, Sorina, David, Aciocoitei; JCA: Badea, Simina	Politica	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii	uf...				Politica		
28-feb.-2014	2014	2-mar.-2014	Saint George VIII	AP consideră că stoparea finanțării cultelor de către stat va afecta pozitiv societatea românească.		CA: Alex Gheorge + Adi Ghite; DCA: Bianca Dragomir, Sorina, David, Aciocoitei; JCA: Badea, Simina	Religie	Prepared	Descriptiv	General	Romana	Finala	Eliminatorii					Religie		
4-apr.-2014	2014	7-apr.-2014	Racovita Open 2014	AP crede ca excluderea Rusiei din G8 a fost o gresala.		Emi Beteringhe, Emil Mesaros, Elena Sticlea, Bianca Prunea, Andrei Scurtu, Denisa Neamtiu	Politica	Impromptu	Descriptiv	General	Romana	R1	Runde					Politica		
4-apr.-2014	2014	7-apr.-2014	Racovita Open 2014	AP ar interzice circulația valutelor digitale de tip Bitcoin.		Emi Beteringhe, Emil Mesaros, Elena Sticlea, Bianca Prunea, Andrei Scurtu, Denisa Neamtiu	Economie, Stiinta si tehnologie	Prepared	Prescriptiv	General	Romana	R2, R4	Runde					Economie	Stiinta si tehnologie	
4-apr.-2014	2014	7-apr.-2014	Racovita Open 2014	AP ar extinde actualul sistem de admitere din clasele 1-4 din România, bazat pe proximitate geografica, la clasele de liceu.		Emi Beteringhe, Emil Mesaros, Elena Sticlea, Bianca Prunea, Andrei Scurtu, Denisa Neamtiu	Educatie	Prepared	Prescriptiv	General	Romana	R3, R5	Runde					Educatie		
4-apr.-2014	2014	7-apr.-2014	Racovita Open 2014	AP crede ca secesiunea unei regiuni dintr-o tara poate fi permisa doar in urma unui referendum in care voteaza toti cetatenii tarii respective.		Emi Beteringhe, Emil Mesaros, Elena Sticlea, Bianca Prunea, Andrei Scurtu, Denisa Neamtiu	Politica	Impromptu	Prescriptiv	General	Romana	Sfert	Eliminatorii					Politica		
4-apr.-2014	2014	7-apr.-2014	Racovita Open 2014	APCC ligile europene de fotbal ar trebui sa adopte o politica agresiva de redistribuire a fondurilor de la cluburile bogate catre cele mai sarace sau cu mai putin succes.		Emi Beteringhe, Emil Mesaros, Elena Sticlea, Bianca Prunea, Andrei Scurtu, Denisa Neamtiu	Sport	Impromptu	Prescriptiv	General	Romana	Semi	Eliminatorii					Sport		
4-apr.-2014	2014	7-apr.-2014	Racovita Open 2014	AP crede ca Romania si Moldova ar trebui sa formeze o uniune de tipul Benelux mai degraba decat sa se uneasca in cadrul unui singur stat.		Emi Beteringhe, Emil Mesaros, Elena Sticlea, Bianca Prunea, Andrei Scurtu, Denisa Neamtiu	Relatii Internationale	Impromptu	Prescriptiv	General	Romana	Finala	Eliminatorii					Relatii Internationale		
1-mai-2014	2014	5-mai-2014	Fiat! WS All Impromptu	THBT NATO countries should reintroduce compulsory military draft.		CA: Stefi Ionescu & David	Securitate Razboi si Armata, Libertati	Impromptu	Prescriptiv	General	Engleza	R1	Runde					Securitate Razboi si Armata	Libertati	
1-mai-2014	2014	5-mai-2014	Fiat! WS All Impromptu	THBT states should not finance reconstruction efforts in disaster prone areas.		CA: Stefi Ionescu & David	Politici Sociale	Impromptu	Prescriptiv	General	Engleza	R2	Runde					Politici Sociale		
1-mai-2014	2014	5-mai-2014	Fiat! WS All Impromptu	TH supports the creation of low wage - hard hours factories in developing countries by large western producers.		CA: Stefi Ionescu & David	Dezvoltare, Afaceri	Impromptu	Prescriptiv	General	Engleza	R3	Runde					Dezvoltare	Afaceri	
1-mai-2014	2014	5-mai-2014	Fiat! WS All Impromptu	THBT US foreign policy should prioritize the protection of human rights over democratic choice.		CA: Stefi Ionescu & David	Relatii Internationale, Libertati	Impromptu	Prescriptiv	General	Engleza	R4	Runde					Relatii Internationale	Libertati	
1-mai-2014	2014	5-mai-2014	Fiat! WS All Impromptu	THBT restricting all advertising to presenting exclusively factual information would lead to a better market economy.		CA: Stefi Ionescu & David	Mass/Social Media, Economie	Impromptu	Descriptiv	General	Engleza	R5	Runde					Mass/Social Media	Economie	
1-mai-2014	2014	5-mai-2014	Fiat! WS All Impromptu	THBT former colonial powers should unconditionally open their borders to citizens of former colonies.		CA: Stefi Ionescu & David	Relatii Internationale	Impromptu	Prescriptiv	General	Engleza	R6	Runde					Relatii Internationale		
1-mai-2014	2014	5-mai-2014	Fiat! WS All Impromptu	THB that the feminist movement should actively fight to liberate men from their prescribed gender roles.		CA: Stefi Ionescu & David	Feminism	Impromptu	Prescriptiv	General	Engleza	Demo BP	/					Feminism		
1-mai-2014	2014	5-mai-2014	Fiat! WS All Impromptu	TH, as the US, would organize a covert secret service mission to liberate political establishments in eastern Ukraine from control by Pro-Russian forces.		CA: Stefi Ionescu & David	Securitate Razboi si Armata, Relatii Internationale	Impromptu	Prescriptiv	General	Engleza	Sfert	Eliminatorii					Securitate Razboi si Armata	Relatii Internationale	
1-mai-2014	2014	5-mai-2014	Fiat! WS All Impromptu	THW prefer to rely on sales taxes rather than income taxes.		CA: Stefi Ionescu & David	Economie	Impromptu	Descriptiv	General	Engleza	Semi	Eliminatorii					Economie		
1-mai-2014	2014	5-mai-2014	Fiat! WS All Impromptu	TH, as a western liberal democracy, would boycott China, North Korea's only trading partner, until China does something to improve the situation of human rights abuse in North Korea.		CA: Stefi Ionescu & David	Relatii Internationale	Impromptu	Prescriptiv	General	Engleza	Finala	Eliminatorii					Relatii Internationale		
31-mai-2014	2014	1-iun.-2014	Timisoara Open 2014	AP ar renunta la sanctiuni economice ca masura de politica internationala.		Vlad Icleanu, Simona Olteanu si Bogdan Morosanu.	Relatii Internationale, Economie, Politica	Prepared	Prescriptiv	General	Romana	R1, R4	Runde					Relatii Internationale	Economie	Politica
